"種類ID","種類名","駅コード(運行系統)","駅コード(正式)[code]","駅名(正式)[code]","駅コード(正式)[id]","駅名(正式)[id]","駅名","駅グループコード(運行系統)","路線名(運行系統)","路線コード(運行系統)[code]","路線名(運行系統)[code]","路線コード(運行系統)[id]","路線名(運行系統)[id]","ナンバリング接頭辞","路線記号","ナンバリングハイフン","駅番号","路線(運行系統)ごとの並び順","駅カラー"
"","","12001620","1201606","三ノ輪","16930","三ノ輪","三ノ輪","12001620","日比谷線","120127A","日比谷線","1069","日比谷線","","H","-","19","3","#B5B5AC"
"","","12001621","1201607","入谷","16931","入谷","入谷","12001621","日比谷線","120127A","日比谷線","1069","日比谷線","","H","-","18","4","#B5B5AC"
"","","12001622","1201608","上野","16932","上野","上野","12001622","日比谷線","120127A","日比谷線","1069","日比谷線","","H","-","17","5","#B5B5AC"
"","","12001623","1201609","仲御徒町","16933","仲御徒町","仲御徒町","12001623","日比谷線","120127A","日比谷線","1069","日比谷線","","H","-","16","6","#B5B5AC"
"","","12001624","1201610","秋葉原","16934","秋葉原","秋葉原","12001624","日比谷線","120127A","日比谷線","1069","日比谷線","","H","-","15","7","#B5B5AC"
"","","12001625","1201611","小伝馬町","16935","小伝馬町","小伝馬町","12001625","日比谷線","120127A","日比谷線","1069","日比谷線","","H","-","14","8","#B5B5AC"
"","","12001626","1201612","人形町","16936","人形町","人形町","12001626","日比谷線","120127A","日比谷線","1069","日比谷線","","H","-","13","9","#B5B5AC"
"","","12001627","1201613","茅場町","16937","茅場町","茅場町","12001627","日比谷線","120127A","日比谷線","1069","日比谷線","","H","-","12","10","#B5B5AC"
"","","12001628","1201614","八丁堀","16938","八丁堀","八丁堀","12001628","日比谷線","120127A","日比谷線","1069","日比谷線","","H","-","11","11","#B5B5AC"
"","","12001629","1201615","築地","16939","築地","築地","12001629","日比谷線","120127A","日比谷線","1069","日比谷線","","H","-","10","12","#B5B5AC"
"","","12001630","1201616","東銀座","16940","東銀座","東銀座","12001630","日比谷線","120127A","日比谷線","1069","日比谷線","","H","-","09","13","#B5B5AC"
"","","12001631","1201617","銀座","16941","銀座","銀座","12001631","日比谷線","120127A","日比谷線","1069","日比谷線","","H","-","08","14","#B5B5AC"
"","","12001632","1201618","日比谷","16942","日比谷","日比谷","12001632","日比谷線","120127A","日比谷線","1069","日比谷線","","H","-","07","15","#B5B5AC"
"","","12001633","1201619","霞ケ関","16943","霞ケ関","霞ケ関","12001633","日比谷線","120127A","日比谷線","1069","日比谷線","","H","-","06","16","#B5B5AC"
"","","12001634","1201620","神谷町","16944","神谷町","神谷町","12001634","日比谷線","120127A","日比谷線","1069","日比谷線","","H","-","05","17","#B5B5AC"
"","","12001635","1201621","六本木","16945","六本木","六本木","12001635","日比谷線","120127A","日比谷線","1069","日比谷線","","H","-","04","18","#B5B5AC"
"","","12001636","1201622","広尾","16946","広尾","広尾","12001636","日比谷線","120127A","日比谷線","1069","日比谷線","","H","-","03","19","#B5B5AC"
"","","12001637","1201623","恵比寿","16947","恵比寿","恵比寿","12001637","日比谷線","120127A","日比谷線","1069","日比谷線","","H","-","02","20","#B5B5AC"
"","","12001638","1201624","中目黒","16948","中目黒","中目黒","12001638","日比谷線","120127A","日比谷線","1069","日比谷線","","H","-","01","21","#B5B5AC"
"","","12001639","1201625","中野","16949","中野","中野","12001639","東西線","120128A","東西線","1070","東西線","","T","-","01","1","#009BBF"
"","","12001640","1201626","落合","16950","落合","落合","12001640","東西線","120128A","東西線","1070","東西線","","T","-","02","2","#009BBF"
"","","12001641","1201627","高田馬場","16951","高田馬場","高田馬場","12001641","東西線","120128A","東西線","1070","東西線","","T","-","03","3","#009BBF"
"","","12001642","1201628","早稲田","16952","早稲田","早稲田","12001642","東西線","120128A","東西線","1070","東西線","","T","-","04","4","#009BBF"
"","","12001643","1201629","神楽坂","16953","神楽坂","神楽坂","12001643","東西線","120128A","東西線","1070","東西線","","T","-","05","5","#009BBF"
"","","12001644","1201630","飯田橋","16954","飯田橋","飯田橋","12001644","東西線","120128A","東西線","1070","東西線","","T","-","06","6","#009BBF"
"","","12001645","1201631","九段下","16955","九段下","九段下","12001645","東西線","120128A","東西線","1070","東西線","","T","-","07","7","#009BBF"
"","","12001646","1201632","竹橋","16956","竹橋","竹橋","12001646","東西線","120128A","東西線","1070","東西線","","T","-","08","8","#009BBF"
"","","12001647","1201633","大手町","16957","大手町","大手町","12001647","東西線","120128A","東西線","1070","東西線","","T","-","09","9","#009BBF"
"","","12001648","1201634","日本橋","16958","日本橋","日本橋","12001648","東西線","120128A","東西線","1070","東西線","","T","-","10","10","#009BBF"
"","","12001649","1201635","茅場町","16959","茅場町","茅場町","12001649","東西線","120128A","東西線","1070","東西線","","T","-","11","11","#009BBF"
"","","12001650","1201636","門前仲町","16960","門前仲町","門前仲町","12001650","東西線","120128A","東西線","1070","東西線","","T","-","12","12","#009BBF"
"","","12001651","1201637","木場","16961","木場","木場","12001651","東西線","120128A","東西線","1070","東西線","","T","-","13","13","#009BBF"
"","","12001652","1201638","東陽町","16962","東陽町","東陽町","12001652","東西線","120128A","東西線","1070","東西線","","T","-","14","14","#009BBF"
"","","12001653","1201639","南砂町","16963","南砂町","南砂町","12001653","東西線","120128A","東西線","1070","東西線","","T","-","15","15","#009BBF"
"","","12001654","1201640","西葛西","16964","西葛西","西葛西","12001654","東西線","120128A","東西線","1070","東西線","","T","-","16","16","#009BBF"
"","","12001655","1201641","葛西","16965","葛西","葛西","12001655","東西線","120128A","東西線","1070","東西線","","T","-","17","17","#009BBF"
"","","12001656","1201642","浦安","16966","浦安","浦安","12001656","東西線","120128A","東西線","1070","東西線","","T","-","18","18","#009BBF"
"","","12001657","1201643","南行徳","16967","南行徳","南行徳","12001657","東西線","120128A","東西線","1070","東西線","","T","-","19","19","#009BBF"
"","","12001658","1201644","行徳","16968","行徳","行徳","12001658","東西線","120128A","東西線","1070","東西線","","T","-","20","20","#009BBF"
"","","12001659","1201645","妙典","16969","妙典","妙典","12001659","東西線","120128A","東西線","1070","東西線","","T","-","21","21","#009BBF"
"","","12001660","1201646","原木中山","16970","原木中山","原木中山","12001660","東西線","120128A","東西線","1070","東西線","","T","-","22","22","#009BBF"
"","","12001661","1201647","西船橋","16971","西船橋","西船橋","12001661","東西線","120128A","東西線","1070","東西線","","T","-","23","23","#009BBF"
"","","12001662","1201648","綾瀬","16972","綾瀬","綾瀬","12001662","千代田線","120129A","千代田線","1071","千代田線","","C","-","19","1","#00BB85"
"","","12001663","1201649","北千住","16973","北千住","北千住","12001663","千代田線","120129A","千代田線","1071","千代田線","","C","-","18","2","#00BB85"
"","","12001664","1201650","町屋","16974","町屋","町屋","12001664","千代田線","120129A","千代田線","1071","千代田線","","C","-","17","3","#00BB85"
"","","12001665","1201651","西日暮里","16975","西日暮里","西日暮里","12001665","千代田線","120129A","千代田線","1071","千代田線","","C","-","16","4","#00BB85"
"","","12001666","1201652","千駄木","16976","千駄木","千駄木","12001666","千代田線","120129A","千代田線","1071","千代田線","","C","-","15","5","#00BB85"
"","","12001667","1201653","根津","16977","根津","根津","12001667","千代田線","120129A","千代田線","1071","千代田線","","C","-","14","6","#00BB85"
"","","12001668","1201654","湯島","16978","湯島","湯島","12001668","千代田線","120129A","千代田線","1071","千代田線","","C","-","13","7","#00BB85"
"","","12001669","1201655","新御茶ノ水","16979","新御茶ノ水","新御茶ノ水","12001669","千代田線","120129A","千代田線","1071","千代田線","","C","-","12","8","#00BB85"
"","","12001670","1201656","大手町","16980","大手町","大手町","12001670","千代田線","120129A","千代田線","1071","千代田線","","C","-","11","9","#00BB85"
"","","12001671","1201657","二重橋前〈丸の内〉","16981","二重橋前〈丸の内〉","二重橋前〈丸の内〉","12001671","千代田線","120129A","千代田線","1071","千代田線","","C","-","10","10","#00BB85"
"","","12001672","1201658","日比谷","16982","日比谷","日比谷","12001672","千代田線","120129A","千代田線","1071","千代田線","","C","-","09","11","#00BB85"
"","","12001673","1201659","霞ケ関","16983","霞ケ関","霞ケ関","12001673","千代田線","120129A","千代田線","1071","千代田線","","C","-","08","12","#00BB85"
"","","12001674","1201660","国会議事堂前","16984","国会議事堂前","国会議事堂前","12001674","千代田線","120129A","千代田線","1071","千代田線","","C","-","07","13","#00BB85"
"","","12001675","1201661","赤坂","16985","赤坂","赤坂","12001675","千代田線","120129A","千代田線","1071","千代田線","","C","-","06","14","#00BB85"
"","","12001676","1201662","乃木坂","16986","乃木坂","乃木坂","12001676","千代田線","120129A","千代田線","1071","千代田線","","C","-","05","15","#00BB85"
"","","12001677","1201663","表参道","16987","表参道","表参道","12001677","千代田線","120129A","千代田線","1071","千代田線","","C","-","04","16","#00BB85"
"","","12001678","1201664","明治神宮前〈原宿〉","16988","明治神宮前〈原宿〉","明治神宮前〈原宿〉","12001678","千代田線","120129A","千代田線","1071","千代田線","","C","-","03","17","#00BB85"
"","","12001679","1201665","代々木公園","16989","代々木公園","代々木公園","12001679","千代田線","120129A","千代田線","1071","千代田線","","C","-","02","18","#00BB85"
"","","12001680","1201666","代々木上原","16990","代々木上原","代々木上原","12001680","千代田線","120129A","千代田線","1071","千代田線","","C","-","01","19","#00BB85"
"","","12001681","1201667","綾瀬","16991","綾瀬","綾瀬","12001681","千代田線(北綾瀬支線)","120130A","千代田線","1072","千代田線","","C","-","19","1","#00BB85"
"","","12001682","1201668","北綾瀬","16992","北綾瀬","北綾瀬","12001682","千代田線(北綾瀬支線)","120130A","千代田線","1072","千代田線","","C","-","20","2","#00BB85"
"","","12001683","1201669","和光市","16993","和光市","和光市","12001683","有楽町線","120131A","有楽町線","1073","有楽町線","","Y","-","01","1","#C1A470"
"","","12001684","1201670","地下鉄成増","16994","地下鉄成増","地下鉄成増","12001684","有楽町線","120131A","有楽町線","1073","有楽町線","","Y","-","02","2","#C1A470"
"","","12001685","1201671","地下鉄赤塚","16995","地下鉄赤塚","地下鉄赤塚","12001685","有楽町線","120131A","有楽町線","1073","有楽町線","","Y","-","03","3","#C1A470"
"","","12001686","1201672","平和台","16996","平和台","平和台","12001686","有楽町線","120131A","有楽町線","1073","有楽町線","","Y","-","04","4","#C1A470"
"","","12001687","1201673","氷川台","16997","氷川台","氷川台","12001687","有楽町線","120131A","有楽町線","1073","有楽町線","","Y","-","05","5","#C1A470"
"","","12001688","1201674","小竹向原","16998","小竹向原","小竹向原","12001688","有楽町線","120131A","有楽町線","1073","有楽町線","","Y","-","06","6","#C1A470"
"","","12001689","1201675","千川","16999","千川","千川","12001689","有楽町線","120131A","有楽町線","1073","有楽町線","","Y","-","07","7","#C1A470"
"","","12001690","1201676","要町","17000","要町","要町","12001690","有楽町線","120131A","有楽町線","1073","有楽町線","","Y","-","08","8","#C1A470"
"","","12001691","1201677","池袋","17001","池袋","池袋","12001691","有楽町線","120131A","有楽町線","1073","有楽町線","","Y","-","09","9","#C1A470"
"","","12001692","1201678","東池袋","17002","東池袋","東池袋","12001692","有楽町線","120131A","有楽町線","1073","有楽町線","","Y","-","10","10","#C1A470"
"","","12001693","1201679","護国寺","17003","護国寺","護国寺","12001693","有楽町線","120131A","有楽町線","1073","有楽町線","","Y","-","11","11","#C1A470"
"","","12001694","1201680","江戸川橋","17004","江戸川橋","江戸川橋","12001694","有楽町線","120131A","有楽町線","1073","有楽町線","","Y","-","12","12","#C1A470"
"","","12001695","1201681","飯田橋","17005","飯田橋","飯田橋","12001695","有楽町線","120131A","有楽町線","1073","有楽町線","","Y","-","13","13","#C1A470"
"","","12001696","1201682","市ケ谷","17006","市ケ谷","市ケ谷","12001696","有楽町線","120131A","有楽町線","1073","有楽町線","","Y","-","14","14","#C1A470"
"","","12001697","1201683","麹町","17007","麹町","麹町","12001697","有楽町線","120131A","有楽町線","1073","有楽町線","","Y","-","15","15","#C1A470"
"","","12001698","1201684","永田町","17008","永田町","永田町","12001698","有楽町線","120131A","有楽町線","1073","有楽町線","","Y","-","16","16","#C1A470"
"","","12001699","1201685","桜田門","17009","桜田門","桜田門","12001699","有楽町線","120131A","有楽町線","1073","有楽町線","","Y","-","17","17","#C1A470"
"","","12001700","1201686","有楽町","17010","有楽町","有楽町","12001700","有楽町線","120131A","有楽町線","1073","有楽町線","","Y","-","18","18","#C1A470"
"","","12001701","1201687","銀座一丁目","17011","銀座一丁目","銀座一丁目","12001701","有楽町線","120131A","有楽町線","1073","有楽町線","","Y","-","19","19","#C1A470"
"","","12001702","1201688","新富町","17012","新富町","新富町","12001702","有楽町線","120131A","有楽町線","1073","有楽町線","","Y","-","20","20","#C1A470"
"","","12001703","1201689","月島","17013","月島","月島","12001703","有楽町線","120131A","有楽町線","1073","有楽町線","","Y","-","21","21","#C1A470"
"","","12001704","1201690","豊洲","17014","豊洲","豊洲","12001704","有楽町線","120131A","有楽町線","1073","有楽町線","","Y","-","22","22","#C1A470"
"","","12001705","1201691","辰巳","17015","辰巳","辰巳","12001705","有楽町線","120131A","有楽町線","1073","有楽町線","","Y","-","23","23","#C1A470"
"","","12001706","1201692","新木場","17016","新木場","新木場","12001706","有楽町線","120131A","有楽町線","1073","有楽町線","","Y","-","24","24","#C1A470"
"","","12001707","1201693","渋谷","17017","渋谷","渋谷","12001707","半蔵門線","120132A","半蔵門線","1074","半蔵門線","","Z","-","01","1","#8F76D6"
"","","12001708","1201694","表参道","17018","表参道","表参道","12001708","半蔵門線","120132A","半蔵門線","1074","半蔵門線","","Z","-","02","2","#8F76D6"
"","","12001709","1201695","青山一丁目","17019","青山一丁目","青山一丁目","12001709","半蔵門線","120132A","半蔵門線","1074","半蔵門線","","Z","-","03","3","#8F76D6"
"","","12001710","1201696","永田町","17020","永田町","永田町","12001710","半蔵門線","120132A","半蔵門線","1074","半蔵門線","","Z","-","04","4","#8F76D6"
"","","12001711","1201697","半蔵門","17021","半蔵門","半蔵門","12001711","半蔵門線","120132A","半蔵門線","1074","半蔵門線","","Z","-","05","5","#8F76D6"
"","","12001712","1201698","九段下","17022","九段下","九段下","12001712","半蔵門線","120132A","半蔵門線","1074","半蔵門線","","Z","-","06","6","#8F76D6"
"","","12001713","1201699","神保町","17023","神保町","神保町","12001713","半蔵門線","120132A","半蔵門線","1074","半蔵門線","","Z","-","07","7","#8F76D6"
"","","12001714","1201700","大手町","17024","大手町","大手町","12001714","半蔵門線","120132A","半蔵門線","1074","半蔵門線","","Z","-","08","8","#8F76D6"
"","","12001715","1201701","三越前","17025","三越前","三越前","12001715","半蔵門線","120132A","半蔵門線","1074","半蔵門線","","Z","-","09","9","#8F76D6"
"","","12001716","1201702","水天宮前","17026","水天宮前","水天宮前","12001716","半蔵門線","120132A","半蔵門線","1074","半蔵門線","","Z","-","10","10","#8F76D6"
"","","12001717","1201703","清澄白河","17027","清澄白河","清澄白河","12001717","半蔵門線","120132A","半蔵門線","1074","半蔵門線","","Z","-","11","11","#8F76D6"
"","","12001718","1201704","住吉","17028","住吉","住吉","12001718","半蔵門線","120132A","半蔵門線","1074","半蔵門線","","Z","-","12","12","#8F76D6"
"","","12001719","1201705","錦糸町","17029","錦糸町","錦糸町","12001719","半蔵門線","120132A","半蔵門線","1074","半蔵門線","","Z","-","13","13","#8F76D6"
"","","12001720","1201706","押上〈スカイツリー前〉","17030","押上〈スカイツリー前〉","押上〈スカイツリー前〉","12001720","半蔵門線","120132A","半蔵門線","1074","半蔵門線","","Z","-","14","14","#8F76D6"
"","","12001721","1201707","目黒","17031","目黒","目黒","12001721","南北線","120133A","南北線","1075","南北線","","N","-","01","1","#00AC9B"
"","","12001722","1201708","白金台","17032","白金台","白金台","12001722","南北線","120133A","南北線","1075","南北線","","N","-","02","2","#00AC9B"
"","","12001723","1201709","白金高輪","17033","白金高輪","白金高輪","12001723","南北線","120133A","南北線","1075","南北線","","N","-","03","3","#00AC9B"
"","","12001724","1201710","麻布十番","17034","麻布十番","麻布十番","12001724","南北線","120133A","南北線","1075","南北線","","N","-","04","4","#00AC9B"
"","","12001725","1201711","六本木一丁目","17035","六本木一丁目","六本木一丁目","12001725","南北線","120133A","南北線","1075","南北線","","N","-","05","5","#00AC9B"
"","","12001726","1201712","溜池山王","17036","溜池山王","溜池山王","12001726","南北線","120133A","南北線","1075","南北線","","N","-","06","6","#00AC9B"
"","","12001727","1201713","永田町","17037","永田町","永田町","12001727","南北線","120133A","南北線","1075","南北線","","N","-","07","7","#00AC9B"
"","","12001728","1201714","四ツ谷","17038","四ツ谷","四ツ谷","12001728","南北線","120133A","南北線","1075","南北線","","N","-","08","8","#00AC9B"
"","","12001729","1201715","市ケ谷","17039","市ケ谷","市ケ谷","12001729","南北線","120133A","南北線","1075","南北線","","N","-","09","9","#00AC9B"
"","","12001730","1201716","飯田橋","17040","飯田橋","飯田橋","12001730","南北線","120133A","南北線","1075","南北線","","N","-","10","10","#00AC9B"
"","","12001731","1201717","後楽園","17041","後楽園","後楽園","12001731","南北線","120133A","南北線","1075","南北線","","N","-","11","11","#00AC9B"
"","","12001732","1201718","東大前","17042","東大前","東大前","12001732","南北線","120133A","南北線","1075","南北線","","N","-","12","12","#00AC9B"
"","","12001733","1201719","本駒込","17043","本駒込","本駒込","12001733","南北線","120133A","南北線","1075","南北線","","N","-","13","13","#00AC9B"
"","","12001734","1201720","駒込","17044","駒込","駒込","12001734","南北線","120133A","南北線","1075","南北線","","N","-","14","14","#00AC9B"
"","","12001735","1201721","西ケ原","17045","西ケ原","西ケ原","12001735","南北線","120133A","南北線","1075","南北線","","N","-","15","15","#00AC9B"
"","","12001736","1201722","王子","17046","王子","王子","12001736","南北線","120133A","南北線","1075","南北線","","N","-","16","16","#00AC9B"
"","","12001737","1201723","王子神谷","17047","王子神谷","王子神谷","12001737","南北線","120133A","南北線","1075","南北線","","N","-","17","17","#00AC9B"
"","","12001738","1201724","志茂","17048","志茂","志茂","12001738","南北線","120133A","南北線","1075","南北線","","N","-","18","18","#00AC9B"
"","","12001739","1201725","赤羽岩淵","17049","赤羽岩淵","赤羽岩淵","12001739","南北線","120133A","南北線","1075","南北線","","N","-","19","19","#00AC9B"
"","","12001740","1201669","和光市","16993","和光市","和光市","12001740","副都心線","120134A","副都心線","1076","副都心線","","F","-","01","1","#9C5E31"
"","","12001741","1201670","地下鉄成増","16994","地下鉄成増","地下鉄成増","12001741","副都心線","120134A","副都心線","1076","副都心線","","F","-","02","2","#9C5E31"
"","","12001742","1201671","地下鉄赤塚","16995","地下鉄赤塚","地下鉄赤塚","12001742","副都心線","120134A","副都心線","1076","副都心線","","F","-","03","3","#9C5E31"
"","","12001743","1201672","平和台","16996","平和台","平和台","12001743","副都心線","120134A","副都心線","1076","副都心線","","F","-","04","4","#9C5E31"
"","","12001744","1201673","氷川台","16997","氷川台","氷川台","12001744","副都心線","120134A","副都心線","1076","副都心線","","F","-","05","5","#9C5E31"
"","","12001745","1201674","小竹向原","16998","小竹向原","小竹向原","12001745","副都心線","120134A","副都心線","1076","副都心線","","F","-","06","6","#9C5E31"
"","","12001746","1201675","千川","16999","千川","千川","12001746","副都心線","120134A","副都心線","1076","副都心線","","F","-","07","7","#9C5E31"
"","","12001747","1201676","要町","17000","要町","要町","12001747","副都心線","120134A","副都心線","1076","副都心線","","F","-","08","8","#9C5E31"
"","","12001748","1201677","池袋","17001","池袋","池袋","12001748","副都心線","120134A","副都心線","1076","副都心線","","F","-","09","9","#9C5E31"
"","","12001749","1201726","池袋","17050","池袋","池袋","12001748","副都心線","120134A","副都心線","1076","副都心線","","F","-","09","10","#9C5E31"
"","","12001750","1201727","雑司が谷","17051","雑司が谷","雑司が谷","12001750","副都心線","120134A","副都心線","1076","副都心線","","F","-","10","11","#9C5E31"
"","","12001751","1201728","西早稲田","17052","西早稲田","西早稲田","12001751","副都心線","120134A","副都心線","1076","副都心線","","F","-","11","12","#9C5E31"
"","","12001752","1201729","東新宿","17053","東新宿","東新宿","12001752","副都心線","120134A","副都心線","1076","副都心線","","F","-","12","13","#9C5E31"
"","","12001753","1201730","新宿三丁目","17054","新宿三丁目","新宿三丁目","12001753","副都心線","120134A","副都心線","1076","副都心線","","F","-","13","14","#9C5E31"
"","","12001754","1201731","北参道","17055","北参道","北参道","12001754","副都心線","120134A","副都心線","1076","副都心線","","F","-","14","15","#9C5E31"
"","","12001755","1201732","明治神宮前〈原宿〉","17056","明治神宮前〈原宿〉","明治神宮前〈原宿〉","12001755","副都心線","120134A","副都心線","1076","副都心線","","F","-","15","16","#9C5E31"
"","","12001756","1201733","渋谷","17057","渋谷","渋谷","12001756","副都心線","120134A","副都心線","1076","副都心線","","F","-","16","17","#9C5E31"
"","","12001757","1201734","新宿","17058","新宿","新宿","12001757","小田原線","120135A","小田原線","1077","小田原線","","OH","","01","1","#0185CF"
"","","12001758","1201735","南新宿","17059","南新宿","南新宿","12001758","小田原線","120135A","小田原線","1077","小田原線","","OH","","02","2","#0185CF"
"","","12001759","1201736","参宮橋","17060","参宮橋","参宮橋","12001759","小田原線","120135A","小田原線","1077","小田原線","","OH","","03","3","#0185CF"
"","","12001760","1201737","代々木八幡","17061","代々木八幡","代々木八幡","12001760","小田原線","120135A","小田原線","1077","小田原線","","OH","","04","4","#0185CF"
"","","12001761","1201738","代々木上原","17062","代々木上原","代々木上原","12001761","小田原線","120135A","小田原線","1077","小田原線","","OH","","05","5","#0185CF"
"","","12001762","1201739","東北沢","17063","東北沢","東北沢","12001762","小田原線","120135A","小田原線","1077","小田原線","","OH","","06","6","#0185CF"
"","","12001763","1201740","下北沢","17064","下北沢","下北沢","12001763","小田原線","120135A","小田原線","1077","小田原線","","OH","","07","7","#0185CF"
"","","12001764","1201741","世田谷代田","17065","世田谷代田","世田谷代田","12001764","小田原線","120135A","小田原線","1077","小田原線","","OH","","08","8","#0185CF"
"","","12001765","1201742","梅ヶ丘","17066","梅ヶ丘","梅ヶ丘","12001765","小田原線","120135A","小田原線","1077","小田原線","","OH","","09","9","#0185CF"
"","","12001766","1201743","豪徳寺","17067","豪徳寺","豪徳寺","12001766","小田原線","120135A","小田原線","1077","小田原線","","OH","","10","10","#0185CF"
"","","12001767","1201744","経堂","17068","経堂","経堂","12001767","小田原線","120135A","小田原線","1077","小田原線","","OH","","11","11","#0185CF"
"","","12001768","1201745","千歳船橋","17069","千歳船橋","千歳船橋","12001768","小田原線","120135A","小田原線","1077","小田原線","","OH","","12","12","#0185CF"
"","","12001769","1201746","祖師ヶ谷大蔵","17070","祖師ヶ谷大蔵","祖師ヶ谷大蔵","12001769","小田原線","120135A","小田原線","1077","小田原線","","OH","","13","13","#0185CF"
"","","12001770","1201747","成城学園前","17071","成城学園前","成城学園前","12001770","小田原線","120135A","小田原線","1077","小田原線","","OH","","14","14","#0185CF"
"","","12001771","1201748","喜多見","17072","喜多見","喜多見","12001771","小田原線","120135A","小田原線","1077","小田原線","","OH","","15","15","#0185CF"
"","","12001772","1201749","狛江","17073","狛江","狛江","12001772","小田原線","120135A","小田原線","1077","小田原線","","OH","","16","16","#0185CF"
"","","12001773","1201750","和泉多摩川","17074","和泉多摩川","和泉多摩川","12001773","小田原線","120135A","小田原線","1077","小田原線","","OH","","17","17","#0185CF"
"","","12001774","1201751","登戸","17075","登戸","登戸","12001774","小田原線","120135A","小田原線","1077","小田原線","","OH","","18","18","#0185CF"
"","","12001775","1201752","向ヶ丘遊園","17076","向ヶ丘遊園","向ヶ丘遊園","12001775","小田原線","120135A","小田原線","1077","小田原線","","OH","","19","19","#0185CF"
"","","12001776","1201753","生田","17077","生田","生田","12001776","小田原線","120135A","小田原線","1077","小田原線","","OH","","20","20","#0185CF"
"","","12001777","1201754","読売ランド前","17078","読売ランド前","読売ランド前","12001777","小田原線","120135A","小田原線","1077","小田原線","","OH","","21","21","#0185CF"
"","","12001778","1201755","百合ヶ丘","17079","百合ヶ丘","百合ヶ丘","12001778","小田原線","120135A","小田原線","1077","小田原線","","OH","","22","22","#0185CF"
"","","12001779","1201756","新百合ヶ丘","17080","新百合ヶ丘","新百合ヶ丘","12001779","小田原線","120135A","小田原線","1077","小田原線","","OH","","23","23","#0185CF"
"","","12001780","1201757","柿生","17081","柿生","柿生","12001780","小田原線","120135A","小田原線","1077","小田原線","","OH","","24","24","#0185CF"
"","","12001781","1201758","鶴川","17082","鶴川","鶴川","12001781","小田原線","120135A","小田原線","1077","小田原線","","OH","","25","25","#0185CF"
"","","12001782","1201759","玉川学園前","17083","玉川学園前","玉川学園前","12001782","小田原線","120135A","小田原線","1077","小田原線","","OH","","26","26","#0185CF"
"","","12001783","1201760","町田","17084","町田","町田","12001783","小田原線","120135A","小田原線","1077","小田原線","","OH","","27","27","#0185CF"
"","","12001784","1201761","相模大野","17085","相模大野","相模大野","12001784","小田原線","120135A","小田原線","1077","小田原線","","OH","","28","28","#0185CF"
"","","12001785","1201762","小田急相模原","17086","小田急相模原","小田急相模原","12001785","小田原線","120135A","小田原線","1077","小田原線","","OH","","29","29","#0185CF"
"","","12001786","1201763","相武台前","17087","相武台前","相武台前","12001786","小田原線","120135A","小田原線","1077","小田原線","","OH","","30","30","#0185CF"
"","","12001787","1201764","座間","17088","座間","座間","12001787","小田原線","120135A","小田原線","1077","小田原線","","OH","","31","31","#0185CF"
"","","12001788","1201765","海老名","17089","海老名","海老名","12001788","小田原線","120135A","小田原線","1077","小田原線","","OH","","32","32","#0185CF"
"","","12001789","1201766","厚木","17090","厚木","厚木","12001789","小田原線","120135A","小田原線","1077","小田原線","","OH","","33","33","#0185CF"
"","","12001790","1201767","本厚木","17091","本厚木","本厚木","12001790","小田原線","120135A","小田原線","1077","小田原線","","OH","","34","34","#0185CF"
"","","12001791","1201768","愛甲石田","17092","愛甲石田","愛甲石田","12001791","小田原線","120135A","小田原線","1077","小田原線","","OH","","35","35","#0185CF"
"","","12001792","1201769","伊勢原","17093","伊勢原","伊勢原","12001792","小田原線","120135A","小田原線","1077","小田原線","","OH","","36","36","#0185CF"
"","","12001793","1201770","鶴巻温泉","17094","鶴巻温泉","鶴巻温泉","12001793","小田原線","120135A","小田原線","1077","小田原線","","OH","","37","37","#0185CF"
"","","12001794","1201771","東海大学前","17095","東海大学前","東海大学前","12001794","小田原線","120135A","小田原線","1077","小田原線","","OH","","38","38","#0185CF"
"","","12001795","1201772","秦野","17096","秦野","秦野","12001795","小田原線","120135A","小田原線","1077","小田原線","","OH","","39","39","#0185CF"
"","","12001796","1201773","渋沢","17097","渋沢","渋沢","12001796","小田原線","120135A","小田原線","1077","小田原線","","OH","","40","40","#0185CF"
"","","12001797","1201774","新松田","17098","新松田","新松田","12001797","小田原線","120135A","小田原線","1077","小田原線","","OH","","41","41","#0185CF"
"","","12001798","1201775","開成","17099","開成","開成","12001798","小田原線","120135A","小田原線","1077","小田原線","","OH","","42","42","#0185CF"
"","","12001799","1201776","栢山","17100","栢山","栢山","12001799","小田原線","120135A","小田原線","1077","小田原線","","OH","","43","43","#0185CF"
"","","12001800","1201777","富水","17101","富水","富水","12001800","小田原線","120135A","小田原線","1077","小田原線","","OH","","44","44","#0185CF"
"","","12001801","1201778","螢田","17102","螢田","螢田","12001801","小田原線","120135A","小田原線","1077","小田原線","","OH","","45","45","#0185CF"
"","","12001802","1201779","足柄","17103","足柄","足柄","12001802","小田原線","120135A","小田原線","1077","小田原線","","OH","","46","46","#0185CF"
"","","12001803","1201780","小田原","17104","小田原","小田原","12001803","小田原線","120135A","小田原線","1077","小田原線","","OH","","47","47","#0185CF"
"","","12001804","1201781","相模大野","17105","相模大野","相模大野","12001804","江ノ島線","120136A","江ノ島線","1078","江ノ島線","","OH","","28","1","#0185CF"
"","","12001805","1201782","東林間","17106","東林間","東林間","12001805","江ノ島線","120136A","江ノ島線","1078","江ノ島線","","OE","","01","2","#0185CF"
